sample_id;original_label;predicted_label_before;predicted_label_after;attack_prob_before;attack_prob_after;distortion;mutation_count;feature_change_ratio;original_features;mutated_features;attack_class_prob_vector_before;attack_class_prob_vector_after
28;0;8;0;0.52;0.35000000000000003;0.1412872518585937;6;0.07894736842105263;[0.004819783413663057, 2.1466828383440488e-05, 0.0001649620587264929, 4.974289723437493e-05, 4.942528735632184e-06, 0.07113821138211383, 0.0, 0.051095890410958904, 0.05287030689427886, 0.07074468085106383, 0.0, 0.029463549897610533, 0.04720576111951154, 2.29828103338306e-06, 5.18138755968308e-06, 0.0006028066967661919, 0.0011632743284898865, 0.0016042576432456232, 5.086168914888124e-07, 0.0048192416666666665, 0.0012054824831967362, 0.0011060958179148156, 0.0016047745057349546, 3.248477720066251e-05, 0.004819266666666667, 0.0016136255812858806, 1.2223260211256801e-05, 0.0016230035564596657, 0.0016064546809000948, 0.0, 0.0, 0.0, 0.0, 7.513349612257493e-05, 0.00018970167349867623, 2.8764441131157584e-06, 3.4579641236222174e-06, 0.0, 0.07113821138211383, 0.03815829528158296, 0.0682957917831911, 0.004664315175292993, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041476407914764084, 0.051095890410958904, 0.029463549897610533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1466828383440488e-05, 4.974289723437493e-05, 0.0001649620587264929, 4.946901199252523e-06, 0.1250152587890625, 1.52587890625e-05, 1.6100121287580367e-05, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.004819783413663057, 2.1466828383440488e-05, 0.0001649620587264929, 4.974289723437493e-05, 4.942528735632184e-06, 0.07113821138211383, 0.0, 0.08271662590901757, 0.05287030689427886, 0.07074468085106383, 0.0, 0.06785937874021303, 0.04720576111951154, 2.29828103338306e-06, 5.18138755968308e-06, 0.0006028066967661919, 0.0011632743284898865, 0.0016042576432456232, 5.086168914888124e-07, 0.0048192416666666665, 0.0012054824831967362, 0.0011060958179148156, 0.0016047745057349546, 3.248477720066251e-05, 0.004819266666666667, 0.0016136255812858806, 1.2223260211256801e-05, 0.0016230035564596657, 0.0016064546809000948, 0.026944186553136767, 0.0, 0.0, 0.0, 7.513349612257493e-05, 0.00018970167349867623, 2.8764441131157584e-06, 3.4579641236222174e-06, 0.0, 0.07113821138211383, 0.028656550124678604, 0.0682957917831911, 0.004664315175292993, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041476407914764084, 0.051095890410958904, 0.029463549897610533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1466828383440488e-05, 4.974289723437493e-05, 0.0001649620587264929, 4.946901199252523e-06, 0.09520320652341295, 0.12564545476709266, 1.6100121287580367e-05, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.48, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.52, 0.0];[0.65, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34, 0.0]
29;2;2;2;1.0;0.7516666666666667;0.27812231411312804;7;0.09210526315789473;[0.010533908508898474, 1.0733414191720246e-05, 0.0001649620587264929, 2.6671794763739906e-06, 2.7701149425287357e-05, 0.010162601626016262, 0.0, 0.0045662100458904115, 0.008686133834390803, 0.5127659574468085, 0.0, 0.1651329191935846, 0.36258028557152777, 1.898629031707317e-06, 1.8403306920113055e-06, 0.001756628785208423, 0.006080710170410177, 0.01053087895216523, 2.501394548305635e-08, 7.083333333333334e-06, 3.543642276766316e-06, 6.487602284197511e-06, 6.7860798860658875e-06, 3.001673457966762e-07, 0.010533883333333334, 0.003527039442156406, 0.008783791018072288, 0.010573827446875139, 1.8415541846765783e-07, 0.0, 0.0, 0.0, 0.0, 4.8300104650226746e-05, 0.00018970167349867623, 7.859027625750826e-07, 1.5821908595e-06, 0.0, 0.48983739837398377, 0.08611872146118722, 0.361582315212766, 0.13074177071072884, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.004608294930875576, 0.09628180041095889, 0.0045662100458904115, 0.1651329191935846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0733414191720246e-05, 2.6671794763739906e-06, 0.0001649620587264929, 2.7725655558601354e-05, 0.1250152587890625, 0.00323486328125, 5.366707095860122e-06, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.010533908508898474, 1.0733414191720246e-05, 0.0001649620587264929, 2.6671794763739906e-06, 2.7701149425287357e-05, 0.010162601626016262, 0.0, 0.06889699522740414, 0.008686133834390803, 0.5127659574468085, 0.0, 0.09266271337795992, 0.36258028557152777, 1.898629031707317e-06, 1.8403306920113055e-06, 0.001756628785208423, 0.006080710170410177, 0.01053087895216523, 2.501394548305635e-08, 7.083333333333334e-06, 3.543642276766316e-06, 6.487602284197511e-06, 6.7860798860658875e-06, 3.001673457966762e-07, 0.010533883333333334, 0.003527039442156406, 0.008783791018072288, 0.010573827446875139, 1.8415541846765783e-07, 0.12165488786091601, 0.0048822748099897695, 0.0, 0.0, 4.8300104650226746e-05, 0.00018970167349867623, 7.859027625750826e-07, 1.5821908595e-06, 0.0, 0.48983739837398377, 0.0, 0.361582315212766, 0.13074177071072884, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.004608294930875576, 0.09628180041095889, 0.0045662100458904115, 0.1651329191935846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0733414191720246e-05, 2.6671794763739906e-06, 0.0001649620587264929, 2.7725655558601354e-05, 0.0034145924992120113, 0.17911759801833255, 5.366707095860122e-06, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.24833333333333335, 0.03, 0.43, 0.0, 0.03, 0.0, 0.05, 0.0, 0.21166666666666664, 0.0]
30;4;4;0;1.0;0.64;0.3101089713843634;6;0.07894736842105263;[0.0005394500089908335, 1.0733414191720246e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.544203546795182e-05, 0.00026987629251496717, 0.00019396930173325955, 0.00036679012191192617, 0.00017290472916071318, 0.0005394583333333333, 0.0002698796268076088, 0.00019396930173325955, 0.00036679845556158097, 0.00017290472916071318, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.440013953363566e-05, 0.0, 1.5442401445348134e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0733414191720246e-05, 0.0, 0.0, 0.0, 0.003448486328125, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0005394500089908335, 1.0733414191720246e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1321599345998192, 0.0, 0.0, 0.0, 0.036718371680537, 0.0, 0.0, 1.544203546795182e-05, 0.00026987629251496717, 0.00019396930173325955, 0.00036679012191192617, 0.00017290472916071318, 0.0005394583333333333, 0.0002698796268076088, 0.00019396930173325955, 0.00036679845556158097, 0.00017290472916071318, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08821498343963297, 0.0, 0.0, 6.440013953363566e-05, 0.0, 1.5442401445348134e-05, 0.0, 0.0, 0.0, 0.23384269242464514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0733414191720246e-05, 0.0, 0.0, 0.0, 0.03831323951955541, 0.11693266387972229, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.36, 0.0, 0.01, 0.0, 0.32, 0.0, 0.0, 0.0, 0.21, 0.1]
31;0;0;0;0.0;0.0;0.07076199231705453;7;0.09210526315789473;[0.9862949747715829, 0.00012343426320478282, 0.0008248102936324645, 0.0002061729735237095, 0.0001649712643678161, 0.2992886178861789, 0.0, 0.044121004566210056, 0.12649074005694325, 0.7765957446808511, 0.0, 0.196686325537421, 0.3824858774870746, 1.5016781095225535e-07, 1.1836190370088607e-07, 0.02294988374266386, 0.05161025164552391, 0.08353179213009972, 1.167317455875963e-07, 0.9862949666666667, 0.04290631048071804, 0.05770661802200552, 0.08375581543703456, 2.4180147300287806e-07, 0.9415077333333334, 0.04977523941316823, 0.05954086924796704, 0.0841019045771913, 2.5112102518316976e-07, 0.0, 0.0, 0.0, 0.0, 0.00033005071510988274, 0.0011217142432965203, 6.240036023348693e-08, 8.449128926914324e-08, 0.0, 0.7418699186991871, 0.11337798072044648, 0.3970779676376236, 0.15767091238322564, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11343399750933998, 0.04412100456621005, 0.19668632553742102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00012343426320478282, 0.0002061729735237095, 0.0008248102936324645, 0.00016511720805179497, 0.1250152587890625, 0.0155792236328125, 8.586731353376195e-05, 0.4545454545454546, 0.0022692872807017553, 0.010800678055325856, 0.02465539473684211, 0.0002305087719298246, 0.08006781027841336, 0.018916037218739686, 0.08353179977042709, 0.044586987506743565];[0.9862949747715829, 0.00012343426320478282, 0.0008248102936324645, 0.0002061729735237095, 0.0001649712643678161, 0.2992886178861789, 0.0, 0.05172922826360794, 0.12649074005694325, 0.7765957446808511, 0.0, 0.15536501273372177, 0.3824858774870746, 1.5016781095225535e-07, 1.1836190370088607e-07, 0.02294988374266386, 0.05161025164552391, 0.08353179213009972, 1.167317455875963e-07, 0.9862949666666667, 0.04290631048071804, 0.05770661802200552, 0.08375581543703456, 2.4180147300287806e-07, 0.9415077333333334, 0.04977523941316823, 0.05954086924796704, 0.0841019045771913, 2.5112102518316976e-07, 0.02340166695806252, 0.009305762396057871, 0.0, 0.0, 0.00033005071510988274, 0.0011217142432965203, 6.240036023348693e-08, 8.449128926914324e-08, 0.0, 0.7418699186991871, 0.07387822251903572, 0.3970779676376236, 0.15767091238322564, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11343399750933998, 0.04412100456621005, 0.19668632553742102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00012343426320478282, 0.0002061729735237095, 0.0008248102936324645, 0.00016511720805179497, 0.15703198869423018, 0.020310658409890957, 8.586731353376195e-05, 0.4545454545454546, 0.0022692872807017553, 0.010800678055325856, 0.02465539473684211, 0.0002305087719298246, 0.08006781027841336, 0.018916037218739686, 0.08353179977042709, 0.044586987506743565];[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
32;4;4;0;1.0;0.46;0.2538672946532427;5;0.06578947368421052;[2.096666701611112e-05, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002648600235510469, 2.098336513753677e-05, 0.0, 2.0975156186340118e-05, 2.0986700260284277e-05, 2.0975e-05, 2.0986700260284277e-05, 0.0, 2.098349271895312e-05, 2.0986700260284277e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.0002648603894371605, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.003448486328125, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[2.096666701611112e-05, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10760990164714412, 0.0, 0.0, 0.0, 0.05437597549105824, 0.0, 0.0, 0.0002648600235510469, 2.098336513753677e-05, 0.0, 2.0975156186340118e-05, 2.0986700260284277e-05, 2.0975e-05, 2.0986700260284277e-05, 0.0, 2.098349271895312e-05, 2.0986700260284277e-05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10701506820660285, 0.0, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.0002648603894371605, 0.0, 0.0, 0.0, 0.19609688489805543, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0010500365247926387, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.54, 0.01, 0.01, 0.0, 0.39, 0.0, 0.01, 0.0, 0.04, 0.0]
33;2;2;2;1.0;0.8;0.20842324624532735;7;0.09210526315789473;[0.014039383567323057, 1.0733414191720246e-05, 0.0001649620587264929, 2.6671794763739906e-06, 2.7701149425287357e-05, 0.010162601626016262, 0.0, 0.0045662100458904115, 0.008686133834390803, 0.5127659574468085, 0.0, 0.1651329191935846, 0.36258028557152777, 1.4245631487804877e-06, 1.379433303449336e-06, 0.0023412005241061954, 0.008105929486797423, 0.014037773338443957, 2.501394548305635e-08, 6.933333333333334e-06, 3.468600440317147e-06, 6.887865664208509e-06, 6.911130498216979e-06, 2.501394548305635e-08, 0.014039358333333333, 0.004700770743161703, 0.01170989216746988, 0.014095021349891025, 3.348280335775597e-07, 0.0, 0.0, 0.0, 0.0, 4.8300104650226746e-05, 0.00018970167349867623, 5.883753102160541e-07, 1.1871359574999999e-06, 0.0, 0.48983739837398377, 0.08611872146118722, 0.361582315212766, 0.13074177071072884, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.004608294930875576, 0.09628180041095889, 0.0045662100458904115, 0.1651329191935846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0733414191720246e-05, 2.6671794763739906e-06, 0.0001649620587264929, 2.7725655558601354e-05, 0.1250152587890625, 0.00323486328125, 5.366707095860122e-06, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.014039383567323057, 1.0733414191720246e-05, 0.0001649620587264929, 2.6671794763739906e-06, 2.7701149425287357e-05, 0.010162601626016262, 0.0, 0.043909143851353735, 0.008686133834390803, 0.5127659574468085, 0.0, 0.04527612085454317, 0.36258028557152777, 1.4245631487804877e-06, 1.379433303449336e-06, 0.0023412005241061954, 0.008105929486797423, 0.014037773338443957, 2.501394548305635e-08, 6.933333333333334e-06, 3.468600440317147e-06, 6.887865664208509e-06, 6.911130498216979e-06, 2.501394548305635e-08, 0.014039358333333333, 0.004700770743161703, 0.01170989216746988, 0.014095021349891025, 3.348280335775597e-07, 0.013693037517578775, 0.03424113729073979, 0.0, 0.0, 4.8300104650226746e-05, 0.00018970167349867623, 5.883753102160541e-07, 1.1871359574999999e-06, 0.0, 0.48983739837398377, 0.0, 0.361582315212766, 0.13074177071072884, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.004608294930875576, 0.09628180041095889, 0.0045662100458904115, 0.1651329191935846, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0733414191720246e-05, 2.6671794763739906e-06, 0.0001649620587264929, 2.7725655558601354e-05, 0.172313266436004, 0.1317387175192955, 5.366707095860122e-06, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.2, 0.05, 0.51, 0.0, 0.01, 0.0, 0.02, 0.0, 0.21, 0.0]
34;9;9;9;1.0;0.8400000000000001;0.3113986903348278;7;0.09210526315789473;[0.0032204833870080564, 0.00011270084901306256, 0.0008248102936324645, 0.0002571161015224527, 7.658045977011494e-05, 0.3252032520325204, 0.0, 0.06002490660027398, 0.10364421556762846, 0.5191489361702127, 0.0, 0.09130274474085125, 0.2021808255974015, 2.898739329240683e-05, 3.6220794148220426e-05, 7.858905821926876e-05, 0.00025536627477825487, 0.0007983814715807767, 5.00278909661127e-08, 0.0032183333333333335, 0.0001533394562786725, 0.00034903116632685634, 0.0007983898016323807, 1.8843838930569115e-06, 0.003220441666666667, 0.00017025697113177483, 0.000489842107624424, 0.0011196565735825201, 1.1718981175214589e-07, 0.0, 0.0, 0.0, 0.0, 0.0004776343682077978, 0.0013361596133385021, 1.8970515932501806e-05, 2.58759661439e-05, 0.0, 0.49593495934959353, 0.0747860252734612, 0.22051812763787235, 0.048628244616932555, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07490215264184932, 0.06002490660027398, 0.09130274474085125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00011270084901306256, 0.0002571161015224527, 0.0008248102936324645, 7.66482075349301e-05, 0.41021728515625, 0.0035247802734375, 8.586731353376195e-05, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0032204833870080564, 0.00011270084901306256, 0.0008248102936324645, 0.0002571161015224527, 7.658045977011494e-05, 0.3252032520325204, 0.0, 0.12205144103213467, 0.10364421556762846, 0.5191489361702127, 0.0, 0.0, 0.2021808255974015, 2.898739329240683e-05, 3.6220794148220426e-05, 7.858905821926876e-05, 0.00025536627477825487, 0.0007983814715807767, 5.00278909661127e-08, 0.0032183333333333335, 0.0001533394562786725, 0.00034903116632685634, 0.0007983898016323807, 1.8843838930569115e-06, 0.003220441666666667, 0.00017025697113177483, 0.000489842107624424, 0.0011196565735825201, 1.1718981175214589e-07, 0.12005704292972193, 0.07402128987030908, 0.0, 0.0, 0.0004776343682077978, 0.0013361596133385021, 1.8970515932501806e-05, 2.58759661439e-05, 0.0, 0.49593495934959353, 0.26805581237764625, 0.22051812763787235, 0.048628244616932555, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07490215264184932, 0.06002490660027398, 0.09130274474085125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00011270084901306256, 0.0002571161015224527, 0.0008248102936324645, 7.66482075349301e-05, 0.24430035749619328, 0.00018116413769171322, 8.586731353376195e-05, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];[0.16, 0.0, 0.01, 0.01, 0.01, 0.0, 0.0, 0.0, 0.03, 0.78]
35;8;8;0;0.69;0.48;0.07517962709324719;7;0.09210526315789473;[0.00024985833749763893, 5.366707095860122e-06, 8.248102936324645e-05, 1.0668717905495962e-05, 5.057471264367817e-06, 0.020325203252032523, 0.0273972602739726, 0.0273972602739726, 0.0, 0.04680851063829787, 0.09025641025641026, 0.06029749746487737, 0.0, 2.0824114324390242e-05, 4.446260239260046e-05, 8.333201412841676e-05, 0.00011477372746635326, 0.00016208226811400024, 8.33798182768545e-09, 0.000162025, 0.00016211538067568819, 0.0, 0.00016209060347024455, 0.00016211538067568819, 8.333333333333334e-09, 8.370700839438992e-09, 0.0, 8.370700839438992e-09, 8.370700839438992e-09, 0.0, 0.0, 0.0, 0.0, 1.0733356588939277e-05, 3.2991595391074127e-05, 2.222888784392146e-05, 3.33511206e-05, 0.050761421319796954, 0.04471544715447155, 0.041449010654490116, 0.02796881144680851, 0.0007822544137618833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.050684931506849315, 0.0273972602739726, 0.06029749746487737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 1.0668717905495962e-05, 8.248102936324645e-05, 5.061945413188628e-06, 0.0, 0.0, 5.366707095860122e-06, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.00024985833749763893, 5.366707095860122e-06, 8.248102936324645e-05, 1.0668717905495962e-05, 5.057471264367817e-06, 0.020325203252032523, 0.0273972602739726, 0.07488365964040394, 0.0, 0.04680851063829787, 0.09025641025641026, 0.08527414509813096, 0.0, 2.0824114324390242e-05, 4.446260239260046e-05, 8.333201412841676e-05, 0.00011477372746635326, 0.00016208226811400024, 8.33798182768545e-09, 0.000162025, 0.00016211538067568819, 0.0, 0.00016209060347024455, 0.00016211538067568819, 8.333333333333334e-09, 8.370700839438992e-09, 0.0, 8.370700839438992e-09, 8.370700839438992e-09, 0.018472992051381254, 0.024899104970138045, 0.0, 0.0, 1.0733356588939277e-05, 3.2991595391074127e-05, 2.222888784392146e-05, 3.33511206e-05, 0.050761421319796954, 0.04471544715447155, 0.06850273090167648, 0.02796881144680851, 0.0007822544137618833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004608294930875576, 0.050684931506849315, 0.0273972602739726, 0.06029749746487737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 1.0668717905495962e-05, 8.248102936324645e-05, 5.061945413188628e-06, 0.020697677183888374, 0.025527843513112526, 5.366707095860122e-06, 0.18181818181818182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.31, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.69, 0.0];[0.52, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43, 0.0]
36;0;0;0;0.0;0.12;0.09431743087751544;4;0.05263157894736842;[5.916666765277779e-07, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009259253752073699, 5.969995008533866e-07, 0.0, 5.919062357830479e-07, 6.003346915933523e-07, 6e-07, 6.003346915933523e-07, 0.0, 6.002429383252382e-07, 6.003346915933523e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.6833391472348192e-05, 0.0, 0.00925925411466802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0341796875, 0.0, 0.0, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[5.916666765277779e-07, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009259253752073699, 5.969995008533866e-07, 0.0, 5.919062357830479e-07, 6.003346915933523e-07, 6e-07, 6.003346915933523e-07, 0.0, 6.002429383252382e-07, 6.003346915933523e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08417454236658968, 0.03391233329129063, 0.0, 0.0, 2.6833391472348192e-05, 0.0, 0.00925925411466802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.019316961581439154, 0.0209637118306912, 0.0, 0.4545454545454546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12, 0.0]
37;4;4;0;1.0;0.49;0.2522409089893359;6;0.07894736842105263;[4.733333412222224e-06, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011716406108581937, 4.740976483034017e-06, 0.0, 4.735249886264383e-06, 4.744311659953021e-06, 4.7416666666666664e-06, 4.744311659953021e-06, 0.0, 4.74358655426473e-06, 4.744311659953021e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.001171640976412441, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.003448486328125, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[4.733333412222224e-06, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08179331276101848, 0.0, 0.0, 0.0, 0.04383501264584776, 0.0, 0.0, 0.0011716406108581937, 4.740976483034017e-06, 0.0, 4.735249886264383e-06, 4.744311659953021e-06, 4.7416666666666664e-06, 4.744311659953021e-06, 0.0, 4.74358655426473e-06, 4.744311659953021e-06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05785260508076715, 0.0518228484401278, 0.0, 0.0, 4.2933426355757106e-05, 0.0, 0.001171640976412441, 0.0, 0.0, 0.0, 0.22131699061745586, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.366707095860122e-06, 0.0, 0.0, 0.0, 0.0031657308926438888, 0.0, 0.0, 0.7272727272727273, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.51, 0.01, 0.01, 0.0, 0.41, 0.0, 0.01, 0.0, 0.05, 0.0]
